Date,Title,URL,Rating,Stock,Price,Category,Availability,UPC
2024-05-27,Library of Souls,https://books.toscrape.com/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,5,In stock,48.56,N/A,0,N/A
2024-05-27,Large Print Heart of the Pride,https://books.toscrape.com/large-print-heart-of-the-pride_815/index.html,2,In stock,19.15,N/A,0,N/A
2024-05-27,I Had a Nice Time And Other Lies...,https://books.toscrape.com/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,4,In stock,57.36,N/A,0,N/A
2024-05-27,Hollow City,https://books.toscrape.com/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,1,In stock,42.98,N/A,0,N/A
2024-05-27,Grumbles,https://books.toscrape.com/grumbles_812/index.html,2,In stock,22.16,N/A,0,N/A
2024-05-27,Full Moon over Noahâs Ark,https://books.toscrape.com/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,4,In stock,49.43,N/A,0,N/A
2024-05-27,Frostbite,https://books.toscrape.com/frostbite-vampire-academy-2_810/index.html,5,In stock,29.99,N/A,0,N/A
2024-05-27,Follow You Home,https://books.toscrape.com/follow-you-home_809/index.html,1,In stock,21.36,N/A,0,N/A
2024-05-27,First Steps for New Christians,https://books.toscrape.com/first-steps-for-new-christians-print-edition_808/index.html,1,In stock,29.00,N/A,0,N/A
2024-05-27,Finders Keepers,https://books.toscrape.com/finders-keepers-bill-hodges-trilogy-2_807/index.html,5,In stock,53.53,N/A,0,N/A
2024-05-27,"Fables, Vol. 1",https://books.toscrape.com/fables-vol-1-legends-in-exile-fables-1_806/index.html,4,In stock,41.62,N/A,0,N/A
2024-05-27,Eureka Trivia 6.0,https://books.toscrape.com/eureka-trivia-60_805/index.html,4,In stock,54.59,N/A,0,N/A
2024-05-27,Drive,https://books.toscrape.com/drive-the-surprising-truth-about-what-motivates-us_804/index.html,4,In stock,34.95,N/A,0,N/A
2024-05-27,Done Rubbed Out,https://books.toscrape.com/done-rubbed-out-reightman-bailey-1_803/index.html,5,In stock,37.72,N/A,0,N/A
2024-05-27,Doing It Over,https://books.toscrape.com/doing-it-over-most-likely-to-1_802/index.html,3,In stock,35.61,N/A,0,N/A
2024-05-27,Deliciously Ella Every Day,https://books.toscrape.com/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,3,In stock,42.16,N/A,0,N/A
2024-05-27,Dark Notes,https://books.toscrape.com/dark-notes_800/index.html,5,In stock,19.19,N/A,0,N/A
2024-05-27,Daring Greatly,https://books.toscrape.com/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,3,In stock,19.43,N/A,0,N/A
2024-05-27,Close to You,https://books.toscrape.com/close-to-you_798/index.html,4,In stock,49.46,N/A,0,N/A
2024-05-27,Chasing Heaven,https://books.toscrape.com/chasing-heaven-what-dying-taught-me-about-living_797/index.html,2,In stock,37.80,N/A,0,N/A
2024-05-27,Big Magic,https://books.toscrape.com/big-magic-creative-living-beyond-fear_796/index.html,3,In stock,30.80,N/A,0,N/A
2024-05-27,Becoming Wise,https://books.toscrape.com/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,2,In stock,27.43,N/A,0,N/A
2024-05-27,Beauty Restored,https://books.toscrape.com/beauty-restored-riley-family-legacy-novellas-3_794/index.html,2,In stock,11.11,N/A,0,N/A
2024-05-27,Batman,https://books.toscrape.com/batman-the-long-halloween-batman_793/index.html,2,In stock,36.50,N/A,0,N/A
2024-05-27,Batman,https://books.toscrape.com/batman-the-dark-knight-returns-batman_792/index.html,5,In stock,15.38,N/A,0,N/A
2024-05-27,Ayumi's Violin,https://books.toscrape.com/ayumis-violin_791/index.html,2,In stock,15.48,N/A,0,N/A
2024-05-27,Anonymous,https://books.toscrape.com/anonymous_790/index.html,4,In stock,46.82,N/A,0,N/A
2024-05-27,Amy Meets the Saints and Sages,https://books.toscrape.com/amy-meets-the-saints-and-sages_789/index.html,3,In stock,18.46,N/A,0,N/A
2024-05-27,Amid the Chaos,https://books.toscrape.com/amid-the-chaos_788/index.html,1,In stock,36.58,N/A,0,N/A
2024-05-27,Amatus,https://books.toscrape.com/amatus_787/index.html,5,In stock,50.54,N/A,0,N/A
2024-05-27,Agnostic,https://books.toscrape.com/agnostic-a-spirited-manifesto_786/index.html,5,In stock,12.51,N/A,0,N/A
2024-05-27,Zealot,https://books.toscrape.com/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,3,In stock,24.70,N/A,0,N/A
2024-05-27,You,https://books.toscrape.com/you-you-1_784/index.html,5,In stock,43.61,N/A,0,N/A
2024-05-27,Wonder Woman,https://books.toscrape.com/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,4,In stock,37.34,N/A,0,N/A
2024-05-27,Wild Swans,https://books.toscrape.com/wild-swans_782/index.html,2,In stock,14.36,N/A,0,N/A
2024-05-27,Why the Right Went Wrong,https://books.toscrape.com/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,4,In stock,52.65,N/A,0,N/A
2024-05-27,Whole Lotta Creativity Going On,https://books.toscrape.com/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,4,In stock,38.20,N/A,0,N/A
2024-05-27,What's It Like in Space?,https://books.toscrape.com/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,2,In stock,19.60,N/A,0,N/A
2024-05-27,"We Are Robin, Vol. 1",https://books.toscrape.com/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,1,In stock,53.90,N/A,0,N/A
2024-05-27,Walt Disney's Alice in Wonderland,https://books.toscrape.com/walt-disneys-alice-in-wonderland_777/index.html,5,In stock,12.96,N/A,0,N/A
2024-05-27,V for Vendetta,https://books.toscrape.com/v-for-vendetta-v-for-vendetta-complete_776/index.html,4,In stock,37.10,N/A,0,N/A
2024-05-27,Until Friday Night,https://books.toscrape.com/until-friday-night-the-field-party-1_775/index.html,2,In stock,46.31,N/A,0,N/A
2024-05-27,Unbroken,https://books.toscrape.com/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,2,In stock,45.95,N/A,0,N/A
2024-05-27,Twenty Yawns,https://books.toscrape.com/twenty-yawns_773/index.html,2,In stock,22.08,N/A,0,N/A
2024-05-27,Through the Woods,https://books.toscrape.com/through-the-woods_772/index.html,2,In stock,25.38,N/A,0,N/A
2024-05-27,This Is Where It Ends,https://books.toscrape.com/this-is-where-it-ends_771/index.html,2,In stock,27.12,N/A,0,N/A
2024-05-27,The Year of Magical Thinking,https://books.toscrape.com/the-year-of-magical-thinking_770/index.html,2,In stock,43.04,N/A,0,N/A
2024-05-27,The Wright Brothers,https://books.toscrape.com/the-wright-brothers_769/index.html,4,In stock,56.80,N/A,0,N/A
2024-05-27,The White Queen,https://books.toscrape.com/the-white-queen-the-cousins-war-1_768/index.html,5,In stock,25.91,N/A,0,N/A
2024-05-27,The Wedding Pact,https://books.toscrape.com/the-wedding-pact-the-omalleys-2_767/index.html,3,In stock,32.61,N/A,0,N/A
2024-05-27,The Time Keeper,https://books.toscrape.com/the-time-keeper_766/index.html,5,In stock,27.88,N/A,0,N/A
2024-05-27,The Testament of Mary,https://books.toscrape.com/the-testament-of-mary_765/index.html,4,In stock,52.67,N/A,0,N/A
2024-05-27,The Star-Touched Queen,https://books.toscrape.com/the-star-touched-queen_764/index.html,5,In stock,46.02,N/A,0,N/A
2024-05-27,The Songs of the Gods,https://books.toscrape.com/the-songs-of-the-gods_763/index.html,5,In stock,44.48,N/A,0,N/A
2024-05-27,The Song of Achilles,https://books.toscrape.com/the-song-of-achilles_762/index.html,5,In stock,37.40,N/A,0,N/A
2024-05-27,The Rosie Project,https://books.toscrape.com/the-rosie-project-don-tillman-1_761/index.html,1,In stock,54.04,N/A,0,N/A
2024-05-27,The Power of Habit,https://books.toscrape.com/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,3,In stock,16.88,N/A,0,N/A
2024-05-27,The Marriage of Opposites,https://books.toscrape.com/the-marriage-of-opposites_759/index.html,4,In stock,28.08,N/A,0,N/A
2024-05-27,The Lucifer Effect,https://books.toscrape.com/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,1,In stock,10.40,N/A,0,N/A
2024-05-27,The Long Haul,https://books.toscrape.com/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,1,In stock,44.07,N/A,0,N/A
2024-05-27,The Loney,https://books.toscrape.com/the-loney_756/index.html,1,In stock,23.40,N/A,0,N/A
2024-05-27,The Literature Book,https://books.toscrape.com/the-literature-book-big-ideas-simply-explained_755/index.html,3,In stock,17.43,N/A,0,N/A
2024-05-27,The Last Mile,https://books.toscrape.com/the-last-mile-amos-decker-2_754/index.html,2,In stock,54.21,N/A,0,N/A
2024-05-27,The Immortal Life of Henrietta Lacks,https://books.toscrape.com/the-immortal-life-of-henrietta-lacks_753/index.html,2,In stock,40.67,N/A,0,N/A
2024-05-27,The Hidden Oracle,https://books.toscrape.com/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,2,In stock,52.26,N/A,0,N/A
2024-05-27,The Help Yourself Cookbook for Kids,https://books.toscrape.com/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,3,In stock,28.77,N/A,0,N/A
2024-05-27,The Guilty,https://books.toscrape.com/the-guilty-will-robie-4_750/index.html,2,In stock,13.82,N/A,0,N/A
2024-05-27,The First Hostage,https://books.toscrape.com/the-first-hostage-jb-collins-2_749/index.html,3,In stock,25.85,N/A,0,N/A
2024-05-27,The Dovekeepers,https://books.toscrape.com/the-dovekeepers_748/index.html,1,In stock,48.78,N/A,0,N/A
2024-05-27,The Darkest Lie,https://books.toscrape.com/the-darkest-lie_747/index.html,5,In stock,35.35,N/A,0,N/A
2024-05-27,The Bane Chronicles,https://books.toscrape.com/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,4,In stock,44.73,N/A,0,N/A
2024-05-27,The Bad-Ass Librarians of Timbuktu,https://books.toscrape.com/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,1,In stock,15.77,N/A,0,N/A
2024-05-27,The 14th Colony,https://books.toscrape.com/the-14th-colony-cotton-malone-11_744/index.html,1,In stock,39.24,N/A,0,N/A
2024-05-27,That Darkness,https://books.toscrape.com/that-darkness-gardiner-and-renner-1_743/index.html,1,In stock,13.92,N/A,0,N/A
2024-05-27,Tastes Like Fear,https://books.toscrape.com/tastes-like-fear-di-marnie-rome-3_742/index.html,1,In stock,10.69,N/A,0,N/A
2024-05-27,Take Me with You,https://books.toscrape.com/take-me-with-you_741/index.html,3,In stock,45.21,N/A,0,N/A
2024-05-27,Swell,https://books.toscrape.com/swell-a-year-of-waves_740/index.html,1,In stock,45.58,N/A,0,N/A
2024-05-27,Superman Vol. 1,https://books.toscrape.com/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,5,In stock,11.89,N/A,0,N/A
2024-05-27,Still Life with Bread Crumbs,https://books.toscrape.com/still-life-with-bread-crumbs_738/index.html,3,In stock,26.41,N/A,0,N/A
2024-05-27,Steve Jobs,https://books.toscrape.com/steve-jobs_737/index.html,5,In stock,39.50,N/A,0,N/A
2024-05-27,Sorting the Beef from the Bull,https://books.toscrape.com/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,4,In stock,44.74,N/A,0,N/A
2024-05-27,Someone Like You,https://books.toscrape.com/someone-like-you-the-harrisons-2_735/index.html,5,In stock,52.79,N/A,0,N/A
2024-05-27,"So Cute It Hurts!!, Vol. 6",https://books.toscrape.com/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,4,In stock,35.43,N/A,0,N/A
2024-05-27,Shtum,https://books.toscrape.com/shtum_733/index.html,4,In stock,55.84,N/A,0,N/A
2024-05-27,See America,https://books.toscrape.com/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,3,In stock,48.87,N/A,0,N/A
2024-05-27,salt.,https://books.toscrape.com/salt_731/index.html,4,In stock,46.78,N/A,0,N/A
2024-05-27,Robin War,https://books.toscrape.com/robin-war_730/index.html,3,In stock,47.82,N/A,0,N/A
2024-05-27,"Red Hood/Arsenal, Vol. 1",https://books.toscrape.com/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2,In stock,25.48,N/A,0,N/A
2024-05-27,Rain Fish,https://books.toscrape.com/rain-fish_728/index.html,3,In stock,23.57,N/A,0,N/A
2024-05-27,Quarter Life Poetry,https://books.toscrape.com/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,5,In stock,50.89,N/A,0,N/A
2024-05-27,Pet Sematary,https://books.toscrape.com/pet-sematary_726/index.html,3,In stock,10.56,N/A,0,N/A
2024-05-27,Overload,https://books.toscrape.com/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,3,In stock,52.15,N/A,0,N/A
2024-05-27,Once Was a Time,https://books.toscrape.com/once-was-a-time_724/index.html,2,In stock,18.28,N/A,0,N/A
2024-05-27,Old School,https://books.toscrape.com/old-school-diary-of-a-wimpy-kid-10_723/index.html,5,In stock,11.83,N/A,0,N/A
2024-05-27,No Dream Is Too High,https://books.toscrape.com/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,2,In stock,21.95,N/A,0,N/A
2024-05-27,Naruto,https://books.toscrape.com/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2,In stock,38.39,N/A,0,N/A
2024-05-27,My Name Is Lucy Barton,https://books.toscrape.com/my-name-is-lucy-barton_720/index.html,1,In stock,41.56,N/A,0,N/A
2024-05-27,My Mrs. Brown,https://books.toscrape.com/my-mrs-brown_719/index.html,3,In stock,24.48,N/A,0,N/A
2024-05-27,My Kind of Crazy,https://books.toscrape.com/my-kind-of-crazy_718/index.html,1,In stock,40.36,N/A,0,N/A
2024-05-27,Mr. Mercedes,https://books.toscrape.com/mr-mercedes-bill-hodges-trilogy-1_717/index.html,1,In stock,28.90,N/A,0,N/A
2024-05-27,More Than Music,https://books.toscrape.com/more-than-music-chasing-the-dream-1_716/index.html,2,In stock,37.61,N/A,0,N/A
2024-05-27,Made to Stick,https://books.toscrape.com/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,5,In stock,38.85,N/A,0,N/A
2024-05-27,Luis Paints the World,https://books.toscrape.com/luis-paints-the-world_714/index.html,3,In stock,53.95,N/A,0,N/A
2024-05-27,Luckiest Girl Alive,https://books.toscrape.com/luckiest-girl-alive_713/index.html,3,In stock,49.83,N/A,0,N/A
2024-05-27,Lowriders to the Center of the Earth,https://books.toscrape.com/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2,In stock,51.51,N/A,0,N/A
2024-05-27,Love Is a Mix Tape,https://books.toscrape.com/love-is-a-mix-tape-music-1_711/index.html,1,In stock,18.03,N/A,0,N/A
2024-05-27,Looking for Lovely,https://books.toscrape.com/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,5,In stock,29.14,N/A,0,N/A
2024-05-27,Living Leadership by Insight,https://books.toscrape.com/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,4,In stock,46.91,N/A,0,N/A
2024-05-27,Let It Out,https://books.toscrape.com/let-it-out-a-journey-through-journaling_708/index.html,5,In stock,26.79,N/A,0,N/A
2024-05-27,Lady Midnight,https://books.toscrape.com/lady-midnight-the-dark-artifices-1_707/index.html,5,In stock,16.28,N/A,0,N/A
2024-05-27,It's All Easy,https://books.toscrape.com/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,1,In stock,19.55,N/A,0,N/A
2024-05-27,Island of Dragons,https://books.toscrape.com/island-of-dragons-unwanteds-7_705/index.html,1,In stock,29.65,N/A,0,N/A
2024-05-27,I Know What I'm Doing -- and Other Lies I Tell Myself,https://books.toscrape.com/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,4,In stock,25.98,N/A,0,N/A
2024-05-27,I Am Pilgrim,https://books.toscrape.com/i-am-pilgrim-pilgrim-1_703/index.html,4,In stock,10.60,N/A,0,N/A
2024-05-27,Hyperbole and a Half,https://books.toscrape.com/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,5,In stock,14.75,N/A,0,N/A
2024-05-27,"Hush, Hush",https://books.toscrape.com/hush-hush-hush-hush-1_701/index.html,3,In stock,47.02,N/A,0,N/A
2024-05-27,Hold Your Breath,https://books.toscrape.com/hold-your-breath-search-and-rescue-1_700/index.html,1,In stock,28.82,N/A,0,N/A
2024-05-27,Hamilton,https://books.toscrape.com/hamilton-the-revolution_699/index.html,3,In stock,58.79,N/A,0,N/A
2024-05-27,Greek Mythic History,https://books.toscrape.com/greek-mythic-history_698/index.html,5,In stock,10.23,N/A,0,N/A
2024-05-27,God,https://books.toscrape.com/god-the-most-unpleasant-character-in-all-fiction_697/index.html,5,In stock,30.03,N/A,0,N/A
2024-05-27,Glory over Everything,https://books.toscrape.com/glory-over-everything-beyond-the-kitchen-house_696/index.html,3,In stock,45.84,N/A,0,N/A
2024-05-27,Feathers,https://books.toscrape.com/feathers-displays-of-brilliant-plumage_695/index.html,3,In stock,49.05,N/A,0,N/A
2024-05-27,Far & Away,https://books.toscrape.com/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,4,In stock,15.06,N/A,0,N/A
2024-05-27,Every Last Word,https://books.toscrape.com/every-last-word_693/index.html,3,In stock,46.47,N/A,0,N/A
2024-05-27,Eligible,https://books.toscrape.com/eligible-the-austen-project-4_692/index.html,3,In stock,27.09,N/A,0,N/A
2024-05-27,El Deafo,https://books.toscrape.com/el-deafo_691/index.html,5,In stock,57.62,N/A,0,N/A
2024-05-27,Eight Hundred Grapes,https://books.toscrape.com/eight-hundred-grapes_690/index.html,4,In stock,14.39,N/A,0,N/A
2024-05-27,Eaternity,https://books.toscrape.com/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,5,In stock,51.75,N/A,0,N/A
2024-05-27,"Eat Fat, Get Thin",https://books.toscrape.com/eat-fat-get-thin_688/index.html,2,In stock,54.07,N/A,0,N/A
2024-05-27,Don't Get Caught,https://books.toscrape.com/dont-get-caught_687/index.html,1,In stock,55.35,N/A,0,N/A
2024-05-27,Doctor Sleep,https://books.toscrape.com/doctor-sleep-the-shining-2_686/index.html,2,In stock,40.12,N/A,0,N/A
2024-05-27,Demigods & Magicians,https://books.toscrape.com/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,5,In stock,37.51,N/A,0,N/A
2024-05-27,Dear Mr. Knightley,https://books.toscrape.com/dear-mr-knightley_684/index.html,5,In stock,11.21,N/A,0,N/A
2024-05-27,Daily Fantasy Sports,https://books.toscrape.com/daily-fantasy-sports_683/index.html,1,In stock,36.58,N/A,0,N/A
2024-05-27,Crazy Love,https://books.toscrape.com/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,2,In stock,47.72,N/A,0,N/A
2024-05-27,Cometh the Hour,https://books.toscrape.com/cometh-the-hour-the-clifton-chronicles-6_681/index.html,3,In stock,25.01,N/A,0,N/A
2024-05-27,Code Name Verity,https://books.toscrape.com/code-name-verity-code-name-verity-1_680/index.html,4,In stock,22.13,N/A,0,N/A
2024-05-27,Clockwork Angel,https://books.toscrape.com/clockwork-angel-the-infernal-devices-1_679/index.html,1,In stock,44.14,N/A,0,N/A
2024-05-27,City of Glass,https://books.toscrape.com/city-of-glass-the-mortal-instruments-3_678/index.html,4,In stock,56.02,N/A,0,N/A
2024-05-27,City of Fallen Angels,https://books.toscrape.com/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,4,In stock,11.23,N/A,0,N/A
2024-05-27,City of Bones,https://books.toscrape.com/city-of-bones-the-mortal-instruments-1_676/index.html,1,In stock,43.28,N/A,0,N/A
2024-05-27,City of Ashes,https://books.toscrape.com/city-of-ashes-the-mortal-instruments-2_675/index.html,1,In stock,47.27,N/A,0,N/A
2024-05-27,Cell,https://books.toscrape.com/cell_674/index.html,4,In stock,20.29,N/A,0,N/A
2024-05-27,Catching Jordan,https://books.toscrape.com/catching-jordan-hundred-oaks_673/index.html,3,In stock,50.83,N/A,0,N/A
2024-05-27,"Carry On, Warrior",https://books.toscrape.com/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,3,In stock,31.85,N/A,0,N/A
2024-05-27,Carrie,https://books.toscrape.com/carrie_671/index.html,2,In stock,46.23,N/A,0,N/A
2024-05-27,Buying In,https://books.toscrape.com/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,4,In stock,37.80,N/A,0,N/A
2024-05-27,Brain on Fire,https://books.toscrape.com/brain-on-fire-my-month-of-madness_669/index.html,5,In stock,49.32,N/A,0,N/A
2024-05-27,Batman,https://books.toscrape.com/batman-europa_668/index.html,2,In stock,32.01,N/A,0,N/A
2024-05-27,Barefoot Contessa Back to Basics,https://books.toscrape.com/barefoot-contessa-back-to-basics_667/index.html,1,In stock,28.01,N/A,0,N/A
2024-05-27,Barefoot Contessa at Home,https://books.toscrape.com/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,5,In stock,50.62,N/A,0,N/A
2024-05-27,Balloon Animals,https://books.toscrape.com/balloon-animals_665/index.html,3,In stock,17.03,N/A,0,N/A
2024-05-27,Art Ops Vol. 1,https://books.toscrape.com/art-ops-vol-1_664/index.html,3,In stock,48.80,N/A,0,N/A
2024-05-27,Aristotle and Dante Discover the Secrets of the Universe,https://books.toscrape.com/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,4,In stock,58.14,N/A,0,N/A
2024-05-27,Angels Walking,https://books.toscrape.com/angels-walking-angels-walking-1_662/index.html,2,In stock,34.20,N/A,0,N/A
2024-05-27,Angels & Demons,https://books.toscrape.com/angels-demons-robert-langdon-1_661/index.html,3,In stock,51.48,N/A,0,N/A
2024-05-27,All the Light We Cannot See,https://books.toscrape.com/all-the-light-we-cannot-see_660/index.html,5,In stock,29.87,N/A,0,N/A
2024-05-27,Adulthood Is a Myth,https://books.toscrape.com/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,2,In stock,10.90,N/A,0,N/A
2024-05-27,Abstract City,https://books.toscrape.com/abstract-city_658/index.html,5,In stock,56.37,N/A,0,N/A
2024-05-27,A Time of Torment,https://books.toscrape.com/a-time-of-torment-charlie-parker-14_657/index.html,5,In stock,48.35,N/A,0,N/A
2024-05-27,A Study in Scarlet,https://books.toscrape.com/a-study-in-scarlet-sherlock-holmes-1_656/index.html,2,In stock,16.73,N/A,0,N/A
2024-05-27,A Series of Catastrophes and Miracles,https://books.toscrape.com/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,2,In stock,56.48,N/A,0,N/A
2024-05-27,A People's History of the United States,https://books.toscrape.com/a-peoples-history-of-the-united-states_654/index.html,2,In stock,40.79,N/A,0,N/A
2024-05-27,A Man Called Ove,https://books.toscrape.com/a-man-called-ove_653/index.html,1,In stock,39.72,N/A,0,N/A
2024-05-27,A Distant Mirror,https://books.toscrape.com/a-distant-mirror-the-calamitous-14th-century_652/index.html,3,In stock,14.58,N/A,0,N/A
2024-05-27,A Brush of Wings,https://books.toscrape.com/a-brush-of-wings-angels-walking-3_651/index.html,1,In stock,55.51,N/A,0,N/A
2024-05-27,1491,https://books.toscrape.com/1491-new-revelations-of-the-americas-before-columbus_650/index.html,3,In stock,21.80,N/A,0,N/A
2024-05-27,"The Three Searches, Meaning, and the Story",https://books.toscrape.com/the-three-searches-meaning-and-the-story_649/index.html,3,In stock,13.33,N/A,0,N/A
2024-05-27,Searching for Meaning in Gailana,https://books.toscrape.com/searching-for-meaning-in-gailana_648/index.html,1,In stock,38.73,N/A,0,N/A
2024-05-27,Rook,https://books.toscrape.com/rook_647/index.html,4,In stock,37.86,N/A,0,N/A
2024-05-27,My Kitchen Year,https://books.toscrape.com/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,2,In stock,11.53,N/A,0,N/A
2024-05-27,13 Hours,https://books.toscrape.com/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,1,In stock,27.06,N/A,0,N/A
2024-05-27,Will You Won't You Want Me?,https://books.toscrape.com/will-you-wont-you-want-me_644/index.html,3,In stock,13.86,N/A,0,N/A
2024-05-27,Tipping Point for Planet Earth,https://books.toscrape.com/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,1,In stock,37.55,N/A,0,N/A
2024-05-27,The Star-Touched Queen,https://books.toscrape.com/the-star-touched-queen_642/index.html,5,In stock,32.30,N/A,0,N/A
2024-05-27,The Silent Sister,https://books.toscrape.com/the-silent-sister-riley-macpherson-1_641/index.html,5,In stock,46.29,N/A,0,N/A
2024-05-27,The Midnight Watch,https://books.toscrape.com/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,1,In stock,26.20,N/A,0,N/A
2024-05-27,The Lonely City,https://books.toscrape.com/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,2,In stock,33.26,N/A,0,N/A
2024-05-27,The Gray Rhino,https://books.toscrape.com/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,4,In stock,59.15,N/A,0,N/A
2024-05-27,The Golden Condom,https://books.toscrape.com/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,1,In stock,39.43,N/A,0,N/A
2024-05-27,The Epidemic,https://books.toscrape.com/the-epidemic-the-program-06_636/index.html,5,In stock,14.44,N/A,0,N/A
2024-05-27,The Dinner Party,https://books.toscrape.com/the-dinner-party_635/index.html,2,In stock,56.54,N/A,0,N/A
2024-05-27,The Diary of a Young Girl,https://books.toscrape.com/the-diary-of-a-young-girl_634/index.html,3,In stock,59.90,N/A,0,N/A
2024-05-27,The Children,https://books.toscrape.com/the-children_633/index.html,3,In stock,11.88,N/A,0,N/A
2024-05-27,Stars Above,https://books.toscrape.com/stars-above-the-lunar-chronicles-45_632/index.html,2,In stock,48.05,N/A,0,N/A
2024-05-27,Snatched,https://books.toscrape.com/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,3,In stock,21.21,N/A,0,N/A
2024-05-27,Raspberry Pi Electronics Projects for the Evil Genius,https://books.toscrape.com/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,4,In stock,49.67,N/A,0,N/A
2024-05-27,Quench Your Own Thirst,https://books.toscrape.com/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,1,In stock,43.14,N/A,0,N/A
2024-05-27,Psycho,https://books.toscrape.com/psycho-sanitarium-psycho-15_628/index.html,5,In stock,36.97,N/A,0,N/A
2024-05-27,Poisonous,https://books.toscrape.com/poisonous-max-revere-novels-3_627/index.html,3,In stock,26.80,N/A,0,N/A
2024-05-27,One with You,https://books.toscrape.com/one-with-you-crossfire-5_626/index.html,4,In stock,15.71,N/A,0,N/A
2024-05-27,No Love Allowed,https://books.toscrape.com/no-love-allowed-dodge-cove-1_625/index.html,4,In stock,54.65,N/A,0,N/A
2024-05-27,Murder at the 42nd Street Library,https://books.toscrape.com/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,4,In stock,54.36,N/A,0,N/A
